Time_minutes Average_cpu_utilization intermediate_powerdraw_kJ total_powerdraw_kJ cpu_demand cpu_usage cpu_idle_time overall_power_efficiency intermediate_power_efficiency hosts_up hosts_down servers_active servers_pending attemps_success attempts_failure attemps_error
605 8.911560737697187E-6 2838.4115083281386 343438.30168276164 124.7333333334 124.7333333334 102208873 0.060948744594789724 0.043944767334624275 162 0 4 0 4 0 0
610 8.892508763910323E-6 2838.4111416678884 346276.7128244295 124.4666666667 124.4666666667 103053659 0.06080859387929409 0.043850823737100225 162 0 4 0 4 0 0
615 8.811537875321503E-6 2838.4095833385277 349115.1224077681 123.3333333333 123.3333333333 103898444 0.060667476067085745 0.04345156317723384 162 0 4 0 4 0 0
620 8.963953665594994E-6 2838.412516656889 351953.53492442495 125.4666666666 125.4666666666 104743231 0.0605346953101991 0.04420311210238599 162 0 4 0 4 0 0
625 8.983005639389002E-6 2838.4128833321115 354791.94780775707 125.7333333334 125.7333333334 105588017 0.06040479065478504 0.0442970556086954 162 0 4 0 4 0 0
630 8.87821978357196E-6 2838.4108666733887 357630.35867443046 124.26666666669999 124.26666666669999 106432803 0.06027284730494788 0.043780366023027616 162 0 4 0 4 0 0
635 8.954427678712277E-6 2838.412333328444 360468.7710077589 125.33333333339999 125.33333333339999 107277589 0.06014594072246115 0.044156140340057194 162 0 4 0 4 0 0
640 8.849641822895234E-6 2838.4103166733885 363307.18132443225 123.8666666667 123.8666666667 108122375 0.06001698045304076 0.04363945055409448 162 0 4 0 4 0 0
645 8.797248894990285E-6 2838.409308336694 366145.59063276893 123.1333333334 123.1333333334 108967162 0.0598880169372951 0.043381105385944516 162 0 4 0 4 0 0
650 8.81630086877715E-6 2838.4096749987784 368984.0003077677 123.40000000010001 123.40000000010001 109811948 0.059761760171006165 0.04347504910479602 162 0 4 0 4 0 0
655 8.835352842549726E-6 2838.4100416654437 371822.4103494332 123.6666666666 123.6666666666 110656734 0.05963814816637418 0.04356899279923569 162 0 4 0 4 0 0
660 8.925849718028407E-6 2838.4117833275272 374660.8221327608 124.9333333333 124.9333333333 111501520 0.059519789676405734 0.04401522501673036 162 0 4 0 4 0 0
665 1.0373799725651577E-5 2838.4396499071117 377499.26178266783 145.20000000000002 145.20000000000002 112346304 0.05945689331242474 0.05115486602110836 162 0 4 0 4 0 0
670 8.921086724587049E-6 2838.411691759861 380337.6734744277 124.8666666667 124.8666666667 113191090 0.059341478833322504 0.043991739122692476 162 0 4 0 4 0 0
